method,theoretical_order,k,h_coarse,h_fine,approximation,true_error,p_true,p_observed,estimated_error,richardson,richardson_true_error,status
central_naive,2,45,2.842170943040401e-14,7.105427357601002e-15,1.0,0.0,,,,,,roundoff-dominated
central_stable,2,45,2.842170943040401e-14,7.105427357601002e-15,1.0,0.0,,,,,,roundoff-dominated
forward_naive,1,46,1.4210854715202004e-14,3.552713678800501e-15,1.0,0.0,,,,,,roundoff-dominated
forward_stable,1,46,1.4210854715202004e-14,3.552713678800501e-15,1.0000000000000018,1.7763568394002505e-15,1.0,1.0,1.7763568394002505e-15,1.0,0.0,ok
central_naive,2,46,1.4210854715202004e-14,3.552713678800501e-15,1.0,0.0,,,,,,roundoff-dominated
central_stable,2,46,1.4210854715202004e-14,3.552713678800501e-15,1.0,0.0,,,,,,roundoff-dominated
forward_naive,1,47,7.105427357601002e-15,1.7763568394002505e-15,1.0,0.0,,,,,,roundoff-dominated
forward_stable,1,47,7.105427357601002e-15,1.7763568394002505e-15,1.0000000000000009,8.881784197001252e-16,1.0,1.0,8.881784197001252e-16,1.0,0.0,ok
central_naive,2,47,7.105427357601002e-15,1.7763568394002505e-15,1.0,0.0,,,,,,roundoff-dominated
central_stable,2,47,7.105427357601002e-15,1.7763568394002505e-15,1.0,0.0,,,,,,roundoff-dominated
forward_naive,1,48,3.552713678800501e-15,8.881784197001252e-16,1.0,0.0,,,,,,roundoff-dominated
forward_stable,1,48,3.552713678800501e-15,8.881784197001252e-16,1.0000000000000004,4.440892098500626e-16,1.0,1.0,4.440892098500626e-16,1.0,0.0,ok
central_naive,2,48,3.552713678800501e-15,8.881784197001252e-16,1.0,0.0,,,,,,roundoff-dominated
central_stable,2,48,3.552713678800501e-15,8.881784197001252e-16,1.0,0.0,,,,,,roundoff-dominated
forward_naive,1,49,1.7763568394002505e-15,4.440892098500626e-16,1.0,0.0,,,,,,roundoff-dominated
forward_stable,1,49,1.7763568394002505e-15,4.440892098500626e-16,1.0000000000000002,2.220446049250313e-16,1.0,1.0,2.220446049250313e-16,1.0,0.0,ok
central_naive,2,49,1.7763568394002505e-15,4.440892098500626e-16,1.0,0.0,,,,,,roundoff-dominated
central_stable,2,49,1.7763568394002505e-15,4.440892098500626e-16,1.0,0.0,,,,,,roundoff-dominated
forward_naive,1,50,8.881784197001252e-16,2.220446049250313e-16,1.0,0.0,,,,,,roundoff-dominated
forward_stable,1,50,8.881784197001252e-16,2.220446049250313e-16,1.0000000000000002,2.220446049250313e-16,0.0,,,,,roundoff-dominated
central_naive,2,50,8.881784197001252e-16,2.220446049250313e-16,1.0,0.0,,,,,,roundoff-dominated
central_stable,2,50,8.881784197001252e-16,2.220446049250313e-16,1.0,0.0,,,,,,roundoff-dominated
forward_naive,1,51,4.440892098500626e-16,1.1102230246251565e-16,0.0,1.0,,,,,,roundoff-dominated
forward_stable,1,51,4.440892098500626e-16,1.1102230246251565e-16,1.0,0.0,,,,,,roundoff-dominated
central_naive,2,51,4.440892098500626e-16,1.1102230246251565e-16,0.5,0.5,,,,,,roundoff-dominated
central_stable,2,51,4.440892098500626e-16,1.1102230246251565e-16,1.0,0.0,,,,,,roundoff-dominated
forward_naive,1,52,2.220446049250313e-16,5.551115123125783e-17,0.0,1.0,0.0,,,,,roundoff-dominated
forward_stable,1,52,2.220446049250313e-16,5.551115123125783e-17,1.0,0.0,,,,,,roundoff-dominated
central_naive,2,52,2.220446049250313e-16,5.551115123125783e-17,0.0,1.0,-1.0,0.0,,,,roundoff-dominated
central_stable,2,52,2.220446049250313e-16,5.551115123125783e-17,1.0,0.0,,,,,,roundoff-dominated
forward_naive,1,53,1.1102230246251565e-16,2.7755575615628914e-17,0.0,1.0,0.0,,,,,roundoff-dominated
forward_stable,1,53,1.1102230246251565e-16,2.7755575615628914e-17,1.0,0.0,,,,,,roundoff-dominated
central_naive,2,53,1.1102230246251565e-16,2.7755575615628914e-17,0.0,1.0,0.0,,,,,roundoff-dominated
central_stable,2,53,1.1102230246251565e-16,2.7755575615628914e-17,1.0,0.0,,,,,,roundoff-dominated
forward_naive,1,54,5.551115123125783e-17,1.3877787807814457e-17,0.0,1.0,0.0,,,,,roundoff-dominated
forward_stable,1,54,5.551115123125783e-17,1.3877787807814457e-17,1.0,0.0,,,,,,roundoff-dominated
central_naive,2,54,5.551115123125783e-17,1.3877787807814457e-17,0.0,1.0,0.0,,,,,roundoff-dominated
central_stable,2,54,5.551115123125783e-17,1.3877787807814457e-17,1.0,0.0,,,,,,roundoff-dominated
forward_naive,1,55,2.7755575615628914e-17,6.938893903907228e-18,0.0,1.0,0.0,,,,,roundoff-dominated
forward_stable,1,55,2.7755575615628914e-17,6.938893903907228e-18,1.0,0.0,,,,,,roundoff-dominated
central_naive,2,55,2.7755575615628914e-17,6.938893903907228e-18,0.0,1.0,0.0,,,,,roundoff-dominated
central_stable,2,55,2.7755575615628914e-17,6.938893903907228e-18,1.0,0.0,,,,,,roundoff-dominated
