suite_name,suite_version,suite_tier,tail_count,tail_power_of_two_exponent,candidate_name,case_id,input_hash,config_id,implementation_hash,environment_id,run_index,computed_sum,computed_sum_bits,reference_sum,signed_error,absolute_error,relative_error,absolute_relative_error
power_tail_summation_mitigation,1,smoke,2,-24,sequential_fp64_accumulator,6ccea6c2e21ce2bd6300212d96e8e35df57e795bae1d3f1420e9d2b0ba79db6f,efcd98052212da0f71f5bc55c51d38adcc968fca56c708b40d07f148201efe05,54b7fa46da672967a9a6599ce5284661c5fde38bbdcd9d700e4b1d84abf54b2d,ce26cf71c0f88e889f994fdfbae733eec38760c43ecb010776ce35df495de9fb,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,1,1.0000001192092896,0x3f800001,1.0000001192092896,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,smoke,2,-24,sequential_fp64_accumulator,6ccea6c2e21ce2bd6300212d96e8e35df57e795bae1d3f1420e9d2b0ba79db6f,efcd98052212da0f71f5bc55c51d38adcc968fca56c708b40d07f148201efe05,54b7fa46da672967a9a6599ce5284661c5fde38bbdcd9d700e4b1d84abf54b2d,ce26cf71c0f88e889f994fdfbae733eec38760c43ecb010776ce35df495de9fb,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,2,1.0000001192092896,0x3f800001,1.0000001192092896,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,smoke,1024,-24,sequential_fp32,aa0f9a854e01a58f6f541200a8c92f06f239cdb53e6ac68272a4c8a716dc90d2,fb3ce7cbc1b528297e9e6c8b8e32771c261e0ef1b9b2da40e8a3644363899685,2a11fd5acaf1f6c66c3aea2c40879562356e3a555acec85310f8c20d92f891a4,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,0,1.0,0x3f800000,1.00006103515625,-6.103515625e-05,6.103515625e-05,-6.1031431187061336e-05,6.1031431187061336e-05
power_tail_summation_mitigation,1,smoke,1024,-24,sequential_fp32,aa0f9a854e01a58f6f541200a8c92f06f239cdb53e6ac68272a4c8a716dc90d2,fb3ce7cbc1b528297e9e6c8b8e32771c261e0ef1b9b2da40e8a3644363899685,2a11fd5acaf1f6c66c3aea2c40879562356e3a555acec85310f8c20d92f891a4,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,1,1.0,0x3f800000,1.00006103515625,-6.103515625e-05,6.103515625e-05,-6.1031431187061336e-05,6.1031431187061336e-05
power_tail_summation_mitigation,1,smoke,1024,-24,sequential_fp32,aa0f9a854e01a58f6f541200a8c92f06f239cdb53e6ac68272a4c8a716dc90d2,fb3ce7cbc1b528297e9e6c8b8e32771c261e0ef1b9b2da40e8a3644363899685,2a11fd5acaf1f6c66c3aea2c40879562356e3a555acec85310f8c20d92f891a4,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,2,1.0,0x3f800000,1.00006103515625,-6.103515625e-05,6.103515625e-05,-6.1031431187061336e-05,6.1031431187061336e-05
power_tail_summation_mitigation,1,smoke,1024,-24,pairwise_fp32,aa0f9a854e01a58f6f541200a8c92f06f239cdb53e6ac68272a4c8a716dc90d2,fb3ce7cbc1b528297e9e6c8b8e32771c261e0ef1b9b2da40e8a3644363899685,43748248779cbbee3abf965100dcc10cf127f9613d0d1a5eb254ff0a4ce343f7,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,0,1.00006103515625,0x3f800200,1.00006103515625,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,smoke,1024,-24,pairwise_fp32,aa0f9a854e01a58f6f541200a8c92f06f239cdb53e6ac68272a4c8a716dc90d2,fb3ce7cbc1b528297e9e6c8b8e32771c261e0ef1b9b2da40e8a3644363899685,43748248779cbbee3abf965100dcc10cf127f9613d0d1a5eb254ff0a4ce343f7,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,1,1.00006103515625,0x3f800200,1.00006103515625,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,smoke,1024,-24,pairwise_fp32,aa0f9a854e01a58f6f541200a8c92f06f239cdb53e6ac68272a4c8a716dc90d2,fb3ce7cbc1b528297e9e6c8b8e32771c261e0ef1b9b2da40e8a3644363899685,43748248779cbbee3abf965100dcc10cf127f9613d0d1a5eb254ff0a4ce343f7,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,2,1.00006103515625,0x3f800200,1.00006103515625,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,smoke,1024,-24,compensated_fp32,aa0f9a854e01a58f6f541200a8c92f06f239cdb53e6ac68272a4c8a716dc90d2,fb3ce7cbc1b528297e9e6c8b8e32771c261e0ef1b9b2da40e8a3644363899685,2b26c1fa5ab2e58a0088839c1d8c96022418d584df475d67c2af423953931d5b,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,0,1.00006103515625,0x3f800200,1.00006103515625,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,smoke,1024,-24,compensated_fp32,aa0f9a854e01a58f6f541200a8c92f06f239cdb53e6ac68272a4c8a716dc90d2,fb3ce7cbc1b528297e9e6c8b8e32771c261e0ef1b9b2da40e8a3644363899685,2b26c1fa5ab2e58a0088839c1d8c96022418d584df475d67c2af423953931d5b,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,1,1.00006103515625,0x3f800200,1.00006103515625,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,smoke,1024,-24,compensated_fp32,aa0f9a854e01a58f6f541200a8c92f06f239cdb53e6ac68272a4c8a716dc90d2,fb3ce7cbc1b528297e9e6c8b8e32771c261e0ef1b9b2da40e8a3644363899685,2b26c1fa5ab2e58a0088839c1d8c96022418d584df475d67c2af423953931d5b,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,2,1.00006103515625,0x3f800200,1.00006103515625,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,smoke,1024,-24,sequential_fp64_accumulator,aa0f9a854e01a58f6f541200a8c92f06f239cdb53e6ac68272a4c8a716dc90d2,fb3ce7cbc1b528297e9e6c8b8e32771c261e0ef1b9b2da40e8a3644363899685,54b7fa46da672967a9a6599ce5284661c5fde38bbdcd9d700e4b1d84abf54b2d,ce26cf71c0f88e889f994fdfbae733eec38760c43ecb010776ce35df495de9fb,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,0,1.00006103515625,0x3f800200,1.00006103515625,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,smoke,1024,-24,sequential_fp64_accumulator,aa0f9a854e01a58f6f541200a8c92f06f239cdb53e6ac68272a4c8a716dc90d2,fb3ce7cbc1b528297e9e6c8b8e32771c261e0ef1b9b2da40e8a3644363899685,54b7fa46da672967a9a6599ce5284661c5fde38bbdcd9d700e4b1d84abf54b2d,ce26cf71c0f88e889f994fdfbae733eec38760c43ecb010776ce35df495de9fb,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,1,1.00006103515625,0x3f800200,1.00006103515625,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,smoke,1024,-24,sequential_fp64_accumulator,aa0f9a854e01a58f6f541200a8c92f06f239cdb53e6ac68272a4c8a716dc90d2,fb3ce7cbc1b528297e9e6c8b8e32771c261e0ef1b9b2da40e8a3644363899685,54b7fa46da672967a9a6599ce5284661c5fde38bbdcd9d700e4b1d84abf54b2d,ce26cf71c0f88e889f994fdfbae733eec38760c43ecb010776ce35df495de9fb,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,2,1.00006103515625,0x3f800200,1.00006103515625,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,stress,1048576,-24,sequential_fp32,12c8e2690b0989ba7aa98efb260c901489311819e2c5b54253e551eaccbe8e74,8caa9fc83437fb2932a53879ead03f0d15907ff320a98a7dd1605681dc454096,2a11fd5acaf1f6c66c3aea2c40879562356e3a555acec85310f8c20d92f891a4,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,0,1.0,0x3f800000,1.0625,-0.0625,0.0625,-0.058823529411764705,0.058823529411764705
power_tail_summation_mitigation,1,stress,1048576,-24,sequential_fp32,12c8e2690b0989ba7aa98efb260c901489311819e2c5b54253e551eaccbe8e74,8caa9fc83437fb2932a53879ead03f0d15907ff320a98a7dd1605681dc454096,2a11fd5acaf1f6c66c3aea2c40879562356e3a555acec85310f8c20d92f891a4,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,1,1.0,0x3f800000,1.0625,-0.0625,0.0625,-0.058823529411764705,0.058823529411764705
power_tail_summation_mitigation,1,stress,1048576,-24,sequential_fp32,12c8e2690b0989ba7aa98efb260c901489311819e2c5b54253e551eaccbe8e74,8caa9fc83437fb2932a53879ead03f0d15907ff320a98a7dd1605681dc454096,2a11fd5acaf1f6c66c3aea2c40879562356e3a555acec85310f8c20d92f891a4,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,2,1.0,0x3f800000,1.0625,-0.0625,0.0625,-0.058823529411764705,0.058823529411764705
power_tail_summation_mitigation,1,stress,1048576,-24,pairwise_fp32,12c8e2690b0989ba7aa98efb260c901489311819e2c5b54253e551eaccbe8e74,8caa9fc83437fb2932a53879ead03f0d15907ff320a98a7dd1605681dc454096,43748248779cbbee3abf965100dcc10cf127f9613d0d1a5eb254ff0a4ce343f7,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,0,1.0625,0x3f880000,1.0625,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,stress,1048576,-24,pairwise_fp32,12c8e2690b0989ba7aa98efb260c901489311819e2c5b54253e551eaccbe8e74,8caa9fc83437fb2932a53879ead03f0d15907ff320a98a7dd1605681dc454096,43748248779cbbee3abf965100dcc10cf127f9613d0d1a5eb254ff0a4ce343f7,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,1,1.0625,0x3f880000,1.0625,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,stress,1048576,-24,pairwise_fp32,12c8e2690b0989ba7aa98efb260c901489311819e2c5b54253e551eaccbe8e74,8caa9fc83437fb2932a53879ead03f0d15907ff320a98a7dd1605681dc454096,43748248779cbbee3abf965100dcc10cf127f9613d0d1a5eb254ff0a4ce343f7,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,2,1.0625,0x3f880000,1.0625,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,stress,1048576,-24,compensated_fp32,12c8e2690b0989ba7aa98efb260c901489311819e2c5b54253e551eaccbe8e74,8caa9fc83437fb2932a53879ead03f0d15907ff320a98a7dd1605681dc454096,2b26c1fa5ab2e58a0088839c1d8c96022418d584df475d67c2af423953931d5b,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,0,1.0625,0x3f880000,1.0625,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,stress,1048576,-24,compensated_fp32,12c8e2690b0989ba7aa98efb260c901489311819e2c5b54253e551eaccbe8e74,8caa9fc83437fb2932a53879ead03f0d15907ff320a98a7dd1605681dc454096,2b26c1fa5ab2e58a0088839c1d8c96022418d584df475d67c2af423953931d5b,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,1,1.0625,0x3f880000,1.0625,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,stress,1048576,-24,compensated_fp32,12c8e2690b0989ba7aa98efb260c901489311819e2c5b54253e551eaccbe8e74,8caa9fc83437fb2932a53879ead03f0d15907ff320a98a7dd1605681dc454096,2b26c1fa5ab2e58a0088839c1d8c96022418d584df475d67c2af423953931d5b,b83a354f7daec9453f034e161a4387968972186a9d20218291b99c6363b80882,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,2,1.0625,0x3f880000,1.0625,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,stress,1048576,-24,sequential_fp64_accumulator,12c8e2690b0989ba7aa98efb260c901489311819e2c5b54253e551eaccbe8e74,8caa9fc83437fb2932a53879ead03f0d15907ff320a98a7dd1605681dc454096,54b7fa46da672967a9a6599ce5284661c5fde38bbdcd9d700e4b1d84abf54b2d,ce26cf71c0f88e889f994fdfbae733eec38760c43ecb010776ce35df495de9fb,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,0,1.0625,0x3f880000,1.0625,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,stress,1048576,-24,sequential_fp64_accumulator,12c8e2690b0989ba7aa98efb260c901489311819e2c5b54253e551eaccbe8e74,8caa9fc83437fb2932a53879ead03f0d15907ff320a98a7dd1605681dc454096,54b7fa46da672967a9a6599ce5284661c5fde38bbdcd9d700e4b1d84abf54b2d,ce26cf71c0f88e889f994fdfbae733eec38760c43ecb010776ce35df495de9fb,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,1,1.0625,0x3f880000,1.0625,0.0,0.0,0.0,0.0
power_tail_summation_mitigation,1,stress,1048576,-24,sequential_fp64_accumulator,12c8e2690b0989ba7aa98efb260c901489311819e2c5b54253e551eaccbe8e74,8caa9fc83437fb2932a53879ead03f0d15907ff320a98a7dd1605681dc454096,54b7fa46da672967a9a6599ce5284661c5fde38bbdcd9d700e4b1d84abf54b2d,ce26cf71c0f88e889f994fdfbae733eec38760c43ecb010776ce35df495de9fb,a4c6a61a2e3e1b0f4b1118e22802004f7a587b9658b1bb7c2861a6a7032182d6,2,1.0625,0x3f880000,1.0625,0.0,0.0,0.0,0.0
